authIdHalFullName_fs	authIdHalFullName_fs	halId_s	docType_s	producedDateY_i	fileMain_s	doiId_s
Thomas Huraux,Renaud Misslin,Alexandre Cebeillac,Alain Vaguet,Éric Daudé	"c(""_FacetSep_Thomas Huraux"", ""_FacetSep_Renaud Misslin"", ""_FacetSep_Alexandre Cebeillac"", ""_FacetSep_Alain Vaguet"", ""eric-daude_FacetSep_Éric Daudé"")"	halshs-01650033	COMM	2017	https://shs.hal.science/halshs-01650033/document	NA
Éric Daudé	eric-daude_FacetSep_Éric Daudé	tel-01998347	HDR	2018	https://theses.hal.science/tel-01998347/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564239	MAP	2016	https://media.hal.science/medihal-01564239/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564164	MAP	2016	https://media.hal.science/medihal-01564164/document	NA
Mi-Ae Lee	_FacetSep_Mi-Ae Lee	tel-01947446	THESE	2018	https://theses.hal.science/tel-01947446/document	NA
Anne-Solène Quiec	_FacetSep_Anne-Solène Quiec	tel-02048568	THESE	2018	https://theses.hal.science/tel-02048568/document	NA
Jonas Pigeon	_FacetSep_Jonas Pigeon	tel-01692021	THESE	2016	https://theses.hal.science/tel-01692021/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564118	MAP	2016	https://media.hal.science/medihal-01564118/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564218	MAP	2016	https://media.hal.science/medihal-01564218/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564137	MAP	2016	https://media.hal.science/medihal-01564137/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564219	MAP	2016	https://media.hal.science/medihal-01564219/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564152	MAP	2016	https://media.hal.science/medihal-01564152/document	NA
Arnaud Serry,Lilian Loubet	"c(""arnaudserry_FacetSep_Arnaud Serry"", ""loubet-lilian_FacetSep_Lilian Loubet"")"	hal-02290450	ART	2019	https://hal.science/hal-02290450/document	10.12716/1001.13.03.17
Joël Colloc	thx036976580304_FacetSep_Joël Colloc	hal-02435893	COMM	2016	https://hal.science/hal-02435893/document	NA
Alexandre Cebeillac,Éric Daudé,Thomas Huraux	"c(""_FacetSep_Alexandre Cebeillac"", ""eric-daude_FacetSep_Éric Daudé"", ""_FacetSep_Thomas Huraux"")"	halshs-01779614	ART	2017	https://shs.hal.science/halshs-01779614/document	10.4000/netcom.2725
Yvette Vaguet	yvette-vaguet_FacetSep_Yvette Vaguet	hal-01853864	ART	2018	https://hal.science/hal-01853864/document	NA
Arnaud Serry,Laurent Lévêque,Ronan Kerbiriou	"c(""arnaudserry_FacetSep_Arnaud Serry"", ""_FacetSep_Laurent Lévêque"", ""ronan-kerbiriou_FacetSep_Ronan Kerbiriou"")"	hal-02525434	COMM	2017	https://hal.science/hal-02525434/document	NA
Marion Sabrié	_FacetSep_Marion Sabrié	hal-02148987	ART	2019	https://hal.science/hal-02148987/document	10.4000/moussons.4892
Arnaud Serry	_FacetSep_Arnaud Serry	hal-01724082	OTHER	2018	https://hal.science/hal-01724082/document	NA
Béatrice Galinon-Mélénec	galinon-melenec_FacetSep_Béatrice Galinon-Mélénec	hal-01833192	UNDEFINED	2018	https://normandie-univ.hal.science/hal-01833192/document	NA
Philippe Vial,Thomas Vaisset	"c(""_FacetSep_Philippe Vial"", ""thomas-vaisset_FacetSep_Thomas Vaisset"")"	hal-02500886	COUV	2017	https://normandie-univ.hal.science/hal-02500886/document	NA
Etienne Cahu	_FacetSep_Etienne Cahu	tel-01758026	THESE	2017	https://theses.hal.science/tel-01758026/document	NA
Michel Poisson	_FacetSep_Michel Poisson	tel-01951900	THESE	2018	https://theses.hal.science/tel-01951900/document	NA
Diane Le Luyer	_FacetSep_Diane Le Luyer	tel-02924658	THESE	2020	https://theses.hal.science/tel-02924658/document	NA
Isabelle Collin	_FacetSep_Isabelle Collin	tel-02294007	THESE	2019	https://theses.hal.science/tel-02294007/document	NA
Omar Mahamoud Ismael	_FacetSep_Omar Mahamoud Ismael	tel-04346160	THESE	2018	https://theses.hal.science/tel-04346160/document	NA
Thomas Vaisset	thomas-vaisset_FacetSep_Thomas Vaisset	hal-02500795	ART	2018	https://normandie-univ.hal.science/hal-02500795/document	10.3917/om.182.0129
Thomas Vaisset	thomas-vaisset_FacetSep_Thomas Vaisset	hal-02500573	ART	2019	https://normandie-univ.hal.science/hal-02500573/document	10.7227/HRV.5.2.7
Thomas Vaisset	thomas-vaisset_FacetSep_Thomas Vaisset	hal-02500804	COUV	2017	https://normandie-univ.hal.science/hal-02500804/document	NA
Gaëlla Loiseau	_FacetSep_Gaëlla Loiseau	hal-01784179	COUV	2016	https://hal.science/hal-01784179/document	NA
Yvette Vaguet	yvette-vaguet_FacetSep_Yvette Vaguet	halshs-01779914	COUV	2016	https://shs.hal.science/halshs-01779914/document	NA
François Guiziou	francois-guiziou_FacetSep_François Guiziou	hal-03944556	COUV	2016	https://hal.science/hal-03944556/document	NA
Arnaud Serry,Lilian Loubet	"c(""arnaudserry_FacetSep_Arnaud Serry"", ""loubet-lilian_FacetSep_Lilian Loubet"")"	hal-02406561	COMM	2019	https://hal.science/hal-02406561/document	NA
Arnaud Serry,Ronan Kerbiriou	"c(""arnaudserry_FacetSep_Arnaud Serry"", ""ronan-kerbiriou_FacetSep_Ronan Kerbiriou"")"	hal-02941996	COMM	2020	https://normandie-univ.hal.science/hal-02941996/document	NA
Delphine Blanchard	_FacetSep_Delphine Blanchard	hal-01854377	COMM	2018	https://hal.science/hal-01854377/document	NA
Wandrille Hucy	wandrille-hucy_FacetSep_Wandrille Hucy	hal-02469875	COMM	2016	https://hal.science/hal-02469875/document	NA
Arnaud Serry	arnaudserry_FacetSep_Arnaud Serry	hal-01724087	ART	2017	https://hal.science/hal-01724087/document	10.15181/rfds.v23i3.1591
Arnaud Serry	arnaudserry_FacetSep_Arnaud Serry	hal-02290460	ART	2019	https://hal.science/hal-02290460/document	10.18778/1231-1952.26.1.01
Fanny Jedlicki,Emilie Legrand	"c(""_FacetSep_Fanny Jedlicki"", ""emilie-legrand_FacetSep_Emilie Legrand"")"	hal-02434000	ART	2017	https://univ-rennes2.hal.science/hal-02434000/document	10.4000/pistes.4918
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564216	MAP	2016	https://media.hal.science/medihal-01564216/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564214	MAP	2016	https://media.hal.science/medihal-01564214/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564245	MAP	2016	https://media.hal.science/medihal-01564245/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564193	MAP	2016	https://media.hal.science/medihal-01564193/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564142	MAP	2016	https://media.hal.science/medihal-01564142/document	NA
Samuel Deprez	deprez-samuel_FacetSep_Samuel Deprez	hal-04299806	ART	2019	https://hal.science/hal-04299806/document	NA
Nathan Gouin	nathan-gouin_FacetSep_Nathan Gouin	tel-03130515	THESE	2020	https://theses.hal.science/tel-03130515/document	NA
Relwende Aristide Yameogo	relwende-aristide-yameogo_FacetSep_Relwende Aristide Yameogo	tel-03357698	THESE	2020	https://theses.hal.science/tel-03357698/document	NA
Alain Bessiba Dakouo	_FacetSep_Alain Bessiba Dakouo	tel-02333876	THESE	2019	https://theses.hal.science/tel-02333876/document	NA
Mamadou Khouma	_FacetSep_Mamadou Khouma	tel-01666143	THESE	2017	https://theses.hal.science/tel-01666143/document	NA
Renaud Misslin	_FacetSep_Renaud Misslin	tel-01690559	THESE	2017	https://theses.hal.science/tel-01690559/document	NA
Jonas Pigeon	jonas-pigeon_FacetSep_Jonas Pigeon	tel-01416486	THESE	2016	https://hal.science/tel-01416486/document	NA
Renaud Misslin,Éric Daudé	"c(""_FacetSep_Renaud Misslin"", ""eric-daude_FacetSep_Éric Daudé"")"	halshs-02194160	COMM	2016	https://shs.hal.science/halshs-02194160/document	NA
Adeline Saverna	_FacetSep_Adeline Saverna	tel-01410130	THESE	2016	https://theses.hal.science/tel-01410130/document	NA
Laurent Beauguitte	laurent-beauguitte_FacetSep_Laurent Beauguitte	hal-01353680	COMM	2016	https://hal.science/hal-01353680/document	NA
Éric Daudé	eric-daude_FacetSep_Éric Daudé	halshs-01501488	ART	2017	https://shs.hal.science/halshs-01501488/document	NA
Lilian Loubet	loubet-lilian_FacetSep_Lilian Loubet	hal-02500048	ART	2017	https://normandie-univ.hal.science/hal-02500048/document	10.3917/flux1.107.0053
Arnaud Serry	arnaudserry_FacetSep_Arnaud Serry	hal-01724112	ART	2016	https://hal.science/hal-01724112/document	NA
Wandrille Hucy	wandrille-hucy_FacetSep_Wandrille Hucy	hal-02469755	ART	2017	https://hal.science/hal-02469755/document	NA
Alexandre Cebeillac	_FacetSep_Alexandre Cebeillac	hal-03114109	COMM	2020	https://hal.science/hal-03114109/document	NA
Benjamin Steck	benjamin-steck_FacetSep_Benjamin Steck	hal-01701779	ART	2017	https://hal.science/hal-01701779/document	10.46298/cst.12162
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564210	MAP	2016	https://media.hal.science/medihal-01564210/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564195	MAP	2016	https://media.hal.science/medihal-01564195/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564169	MAP	2016	https://media.hal.science/medihal-01564169/document	NA
Januário da Rocha Nascimento	_FacetSep_Januário da Rocha Nascimento	tel-01814328	THESE	2017	https://theses.hal.science/tel-01814328/document	NA
Alix Tougma	_FacetSep_Alix Tougma	tel-03169122	THESE	2020	https://theses.hal.science/tel-03169122/document	NA
Manhamady Ouedraogo	_FacetSep_Manhamady Ouedraogo	tel-02520199	THESE	2019	https://theses.hal.science/tel-02520199/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564244	MAP	2016	https://media.hal.science/medihal-01564244/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564242	MAP	2016	https://media.hal.science/medihal-01564242/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564207	MAP	2016	https://media.hal.science/medihal-01564207/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564198	MAP	2016	https://media.hal.science/medihal-01564198/document	NA
Ronan Kerbiriou,Arnaud Serry,N. Montier,C. Méjane	"c(""ronan-kerbiriou_FacetSep_Ronan Kerbiriou"", ""arnaudserry_FacetSep_Arnaud Serry"", ""_FacetSep_N. Montier"", ""_FacetSep_C. Méjane"")"	hal-02506066	REPORT	2019	https://hal.science/hal-02506066/document	NA
Etienne Cahu	_FacetSep_Etienne Cahu	hal-01353663	COMM	2016	https://hal.science/hal-01353663/document	NA
Justine Fenet,Éric Daudé	"c(""_FacetSep_Justine Fenet"", ""eric-daude_FacetSep_Éric Daudé"")"	halshs-02470615	ART	2020	https://shs.hal.science/halshs-02470615/document	10.4000/cybergeo.34020
Arnaud Serry	arnaudserry_FacetSep_Arnaud Serry	hal-01724104	COMM	2016	https://hal.science/hal-01724104/document	NA
Ying Shen,Joël Colloc,Armelle Jacquet-Andrieu,Ziyi Guo,Yong Liu	"c(""_FacetSep_Ying Shen"", ""thx036976580304_FacetSep_Joël Colloc"", ""_FacetSep_Armelle Jacquet-Andrieu"", ""_FacetSep_Ziyi Guo"", ""_FacetSep_Yong Liu"")"	hal-02941887	COUV	2018	https://hal.science/hal-02941887/document	10.1007/978-3-319-73830-7_28
Lilian Loubet,Arnaud Serry	"c(""loubet-lilian_FacetSep_Lilian Loubet"", ""arnaudserry_FacetSep_Arnaud Serry"")"	hal-02943432	COMM	2020	https://normandie-univ.hal.science/hal-02943432/document	NA
Diane Le Luyer	_FacetSep_Diane Le Luyer	hal-01353633	COMM	2016	https://hal.science/hal-01353633/document	NA
Arnaud Serry	arnaudserry_FacetSep_Arnaud Serry	hal-01486567	COUV	2016	https://hal.science/hal-01486567/document	NA
Laurent Beauguitte	laurent-beauguitte_FacetSep_Laurent Beauguitte	halshs-01291620	COMM	2016	https://shs.hal.science/halshs-01291620/document	NA
Arnaud Serry	_FacetSep_Arnaud Serry	hal-01724126	ART	2016	https://hal.science/hal-01724126/document	10.4000/tem.3094
Wandrille Hucy	wandrille-hucy_FacetSep_Wandrille Hucy	hal-02455848	COUV	2017	https://hal.science/hal-02455848/document	NA
John Barzman	barzmanj_FacetSep_John Barzman	hal-02531755	ART	2020	https://hal.science/hal-02531755/document	NA
Diana El Nemr	_FacetSep_Diana El Nemr	tel-03270588	THESE	2019	https://theses.hal.science/tel-03270588/document	NA
Celia Broussard	_FacetSep_Celia Broussard	tel-02996726	THESE	2020	https://theses.hal.science/tel-02996726/document	NA
Ismaël Abdillahi Guirreh	_FacetSep_Ismaël Abdillahi Guirreh	tel-03065829	THESE	2017	https://theses.hal.science/tel-03065829/document	NA
Jean Hentzgen	_FacetSep_Jean Hentzgen	tel-02283662	THESE	2019	https://theses.hal.science/tel-02283662/document	NA
Alexandre Cebeillac	_FacetSep_Alexandre Cebeillac	tel-02089908	THESE	2018	https://theses.hal.science/tel-02089908/document	NA
Emmanuel Niyonsaba	_FacetSep_Emmanuel Niyonsaba	tel-04309906	THESE	2018	https://theses.hal.science/tel-04309906/document	NA
Brahim Abaragh	_FacetSep_Brahim Abaragh	tel-03617017	THESE	2020	https://theses.hal.science/tel-03617017/document	NA
Gaëlla Loiseau	_FacetSep_Gaëlla Loiseau	tel-03270589	THESE	2019	https://theses.hal.science/tel-03270589/document	NA
Elisabeth Simon	_FacetSep_Elisabeth Simon	tel-01623624	THESE	2017	https://theses.hal.science/tel-01623624/document	NA
Maaike Matelski,Marion Sabrié	"c(""_FacetSep_Maaike Matelski"", ""_FacetSep_Marion Sabrié"")"	hal-02148985	ART	2019	https://hal.science/hal-02148985/document	10.4000/moussons.4844
Claude Tatuebu Tagne,Athanase Bopda	"c(""_FacetSep_Claude Tatuebu Tagne"", ""_FacetSep_Athanase Bopda"")"	hal-03114868	COMM	2020	https://hal.science/hal-03114868/document	NA
Sandra Gaviria,David Mélo	"c(""sandra-gaviria_FacetSep_Sandra Gaviria"", ""_FacetSep_David Mélo"")"	hal-03594925	ART	2020	https://hal.science/hal-03594925/document	NA
John Barzman,Jean-Pierre Castelain	"c(""barzmanj_FacetSep_John Barzman"", ""_FacetSep_Jean-Pierre Castelain"")"	halshs-02291917	COUV	2016	https://shs.hal.science/halshs-02291917/document	NA
John Barzman	barzmanj_FacetSep_John Barzman	hal-01901271	REPORT	2018	https://hal.science/hal-01901271/document	NA
Daniel Ballesteros,Santiago Giralt,Joaquín García-Sansegundo,Montserrat Jiménez-Sánchez	"c(""_FacetSep_Daniel Ballesteros"", ""_FacetSep_Santiago Giralt"", ""_FacetSep_Joaquín García-Sansegundo"", ""_FacetSep_Montserrat Jiménez-Sánchez"")"	hal-02469137	ART	2019	https://hal.science/hal-02469137/document	10.1016/j.geomorph.2019.04.002
Etienne Delay,Sébastien Rey-Coyrehourcq	"c(""delay-etienne_FacetSep_Etienne Delay"", ""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"")"	cel-02285696	LECTURE	2017	https://shs.hal.science/cel-02285696/document	10.5281/zenodo.3406773
Olivier Faury,Arnaud Serry,Ronan Kerbiriou,Yann Alix	"c(""_FacetSep_Olivier Faury"", ""arnaudserry_FacetSep_Arnaud Serry"", ""ronan-kerbiriou_FacetSep_Ronan Kerbiriou"", ""_FacetSep_Yann Alix"")"	hal-02406613	COMM	2019	https://hal.science/hal-02406613/document	NA
Alexis Lahouze,Bruno Levasseur,Sébastien Rey-Coyrehourcq	"c(""_FacetSep_Alexis Lahouze"", ""bruno-levasseur_FacetSep_Bruno Levasseur"", ""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"")"	cel-02285669	LECTURE	2018	https://shs.hal.science/cel-02285669/document	10.5281/zenodo.3406751
Arnaud Brennetot,Michel Bussi	"c(""abrennetot_FacetSep_Arnaud Brennetot"", ""_FacetSep_Michel Bussi"")"	hal-01353652	COMM	2016	https://hal.science/hal-01353652/document	NA
John Barzman	barzmanj_FacetSep_John Barzman	hal-02263342	ART	2019	https://hal.science/hal-02263342/document	NA
Bernadette Merenne-Schoumaker,Samuel Deprez	"c(""_FacetSep_Bernadette Merenne-Schoumaker"", ""deprez-samuel_FacetSep_Samuel Deprez"")"	hal-02470480	ART	2016	https://hal.science/hal-02470480/document	NA
Sidi Dembele,Mamy Soumaré,Cheick Diakite,David Gaillard	"c(""_FacetSep_Sidi Dembele"", ""_FacetSep_Mamy Soumaré"", ""_FacetSep_Cheick Diakite"", ""david-gaillard_FacetSep_David Gaillard"")"	hal-02159710	ART	2018	https://hal.science/hal-02159710/document	NA
Messan Lihoussou	_FacetSep_Messan Lihoussou	hal-04153665	ART	2017	https://hal.science/hal-04153665/document	10.46298/cst.12164
Sébastien Bourdin,Philippe Jeanne,François Raulin	"c(""sebastien-bourdin_FacetSep_Sébastien Bourdin"", ""_FacetSep_Philippe Jeanne"", ""francois-raulin_FacetSep_François Raulin"")"	hal-03103669	ART	2020	https://hal.science/hal-03103669/document	10.1051/nss/2020030
Isabelle Pigeron-Piroth,Marion Le Texier,Rachid Belkacem,Geoffrey Caruso	"c(""_FacetSep_Isabelle Pigeron-Piroth"", ""marion-le-texier_FacetSep_Marion Le Texier"", ""rachid-belkacem_FacetSep_Rachid Belkacem"", ""_FacetSep_Geoffrey Caruso"")"	halshs-01698484	ART	2017	https://shs.hal.science/halshs-01698484/document	NA
